,location,subject,measure,year,value
1771,CHN,BEEF,KG_CAP,2001,2.716
1772,CHN,BEEF,KG_CAP,2002,2.782
1773,CHN,BEEF,KG_CAP,2003,2.864
1774,CHN,BEEF,KG_CAP,2004,2.928
1775,CHN,BEEF,KG_CAP,2005,2.934
1776,CHN,BEEF,KG_CAP,2006,2.953
1777,CHN,BEEF,KG_CAP,2007,3.127
1778,CHN,BEEF,KG_CAP,2008,3.126
1779,CHN,BEEF,KG_CAP,2009,3.193
1780,CHN,BEEF,KG_CAP,2010,3.187
1781,CHN,BEEF,KG_CAP,2011,3.073
1782,CHN,BEEF,KG_CAP,2012,3.106
1783,CHN,BEEF,KG_CAP,2013,3.23
1784,CHN,BEEF,KG_CAP,2014,3.222
1785,CHN,BEEF,KG_CAP,2015,3.329
1786,CHN,BEEF,KG_CAP,2016,3.383
1787,CHN,BEEF,KG_CAP,2017,3.523
1788,CHN,BEEF,KG_CAP,2018,3.617
1789,CHN,BEEF,KG_CAP,2019,4.086
1790,CHN,BEEF,KG_CAP,2020,4.186
1791,CHN,BEEF,KG_CAP,2021,4.143
1792,CHN,BEEF,KG_CAP,2022,4.095
1793,CHN,BEEF,KG_CAP,2023,4.047
1794,CHN,BEEF,KG_CAP,2024,4.003
1795,CHN,BEEF,KG_CAP,2025,3.962
1796,CHN,BEEF,KG_CAP,2026,3.973
1797,CHN,BEEF,KG_CAP,2027,3.978
1798,CHN,BEEF,KG_CAP,2028,3.986
1799,CHN,BEEF,KG_CAP,2029,3.993
1800,CHN,PIG,KG_CAP,1990,14.959
1801,CHN,PIG,KG_CAP,1991,15.851
1802,CHN,PIG,KG_CAP,1992,16.951
1803,CHN,PIG,KG_CAP,1993,18.159
1804,CHN,PIG,KG_CAP,1994,19.674
1805,CHN,PIG,KG_CAP,1995,19.939
1806,CHN,PIG,KG_CAP,1996,19.546
1807,CHN,PIG,KG_CAP,1997,22.113
1808,CHN,PIG,KG_CAP,1998,23.708
1809,CHN,PIG,KG_CAP,1999,23.64
1810,CHN,PIG,KG_CAP,2000,23.986
1811,CHN,PIG,KG_CAP,2001,24.267
1812,CHN,PIG,KG_CAP,2002,24.531
1813,CHN,PIG,KG_CAP,2003,24.999
1814,CHN,PIG,KG_CAP,2004,25.322
1815,CHN,PIG,KG_CAP,2005,26.425
1816,CHN,PIG,KG_CAP,2006,26.893
1817,CHN,PIG,KG_CAP,2007,24.774
1818,CHN,PIG,KG_CAP,2008,26.815
1819,CHN,PIG,KG_CAP,2009,28.296
1820,CHN,PIG,KG_CAP,2010,29.34
1821,CHN,PIG,KG_CAP,2011,29.319
1822,CHN,PIG,KG_CAP,2012,30.943
1823,CHN,PIG,KG_CAP,2013,31.796
1824,CHN,PIG,KG_CAP,2014,32.72
1825,CHN,PIG,KG_CAP,2015,31.752
1826,CHN,PIG,KG_CAP,2016,30.947
1827,CHN,PIG,KG_CAP,2017,30.671
1828,CHN,PIG,KG_CAP,2018,30.253
1829,CHN,PIG,KG_CAP,2019,24.367
1830,CHN,PIG,KG_CAP,2020,22.718
1831,CHN,PIG,KG_CAP,2021,23.679
1832,CHN,PIG,KG_CAP,2022,25.389
1833,CHN,PIG,KG_CAP,2023,26.94
1834,CHN,PIG,KG_CAP,2024,28.499
1835,CHN,PIG,KG_CAP,2025,30.072
1836,CHN,PIG,KG_CAP,2026,30.692
1837,CHN,PIG,KG_CAP,2027,30.807
1838,CHN,PIG,KG_CAP,2028,30.92
1839,CHN,PIG,KG_CAP,2029,31.052
1840,CHN,POULTRY,KG_CAP,1990,0.0
1841,CHN,POULTRY,KG_CAP,1991,2.898
1842,CHN,POULTRY,KG_CAP,1992,3.267
1843,CHN,POULTRY,KG_CAP,1993,4.131
1844,CHN,POULTRY,KG_CAP,1994,4.698
1845,CHN,POULTRY,KG_CAP,1995,5.943
1846,CHN,POULTRY,KG_CAP,1996,5.917
1847,CHN,POULTRY,KG_CAP,1997,6.748
1848,CHN,POULTRY,KG_CAP,1998,7.442
1849,CHN,POULTRY,KG_CAP,1999,7.739
1850,CHN,POULTRY,KG_CAP,2000,8.35
1851,CHN,POULTRY,KG_CAP,2001,8.089
1852,CHN,POULTRY,KG_CAP,2002,8.118
1853,CHN,POULTRY,KG_CAP,2003,8.436
1854,CHN,POULTRY,KG_CAP,2004,8.28
1855,CHN,POULTRY,KG_CAP,2005,8.856
1856,CHN,POULTRY,KG_CAP,2006,9.093
1857,CHN,POULTRY,KG_CAP,2007,9.755
1858,CHN,POULTRY,KG_CAP,2008,10.351
1859,CHN,POULTRY,KG_CAP,2009,10.631
1860,CHN,POULTRY,KG_CAP,2010,10.771
1861,CHN,POULTRY,KG_CAP,2011,10.924
1862,CHN,POULTRY,KG_CAP,2012,11.64
1863,CHN,POULTRY,KG_CAP,2013,11.452
1864,CHN,POULTRY,KG_CAP,2014,11.018
1865,CHN,POULTRY,KG_CAP,2015,11.424
1866,CHN,POULTRY,KG_CAP,2016,11.89
1867,CHN,POULTRY,KG_CAP,2017,11.765
1868,CHN,POULTRY,KG_CAP,2018,12.323
1869,CHN,POULTRY,KG_CAP,2019,14.022
1870,CHN,POULTRY,KG_CAP,2020,14.191
1871,CHN,POULTRY,KG_CAP,2021,13.998
1872,CHN,POULTRY,KG_CAP,2022,13.821
1873,CHN,POULTRY,KG_CAP,2023,13.839
1874,CHN,POULTRY,KG_CAP,2024,13.868
1875,CHN,POULTRY,KG_CAP,2025,13.9
1876,CHN,POULTRY,KG_CAP,2026,13.963
1877,CHN,POULTRY,KG_CAP,2027,14.033
1878,CHN,POULTRY,KG_CAP,2028,14.107
1879,CHN,POULTRY,KG_CAP,2029,14.181
1880,CHN,SHEEP,KG_CAP,1990,0.0
1881,CHN,SHEEP,KG_CAP,1991,0.869
1882,CHN,SHEEP,KG_CAP,1992,0.91
1883,CHN,SHEEP,KG_CAP,1993,0.99
1884,CHN,SHEEP,KG_CAP,1994,1.058
1885,CHN,SHEEP,KG_CAP,1995,1.238
1886,CHN,SHEEP,KG_CAP,1996,1.274
1887,CHN,SHEEP,KG_CAP,1997,1.486
1888,CHN,SHEEP,KG_CAP,1998,1.627
1889,CHN,SHEEP,KG_CAP,1999,1.73
1890,CHN,SHEEP,KG_CAP,2000,1.816
1891,CHN,SHEEP,KG_CAP,2001,1.832
1892,CHN,SHEEP,KG_CAP,2002,1.905
1893,CHN,SHEEP,KG_CAP,2003,2.053
1894,CHN,SHEEP,KG_CAP,2004,2.189
1895,CHN,SHEEP,KG_CAP,2005,2.289
1896,CHN,SHEEP,KG_CAP,2006,2.363
1897,CHN,SHEEP,KG_CAP,2007,2.486
1898,CHN,SHEEP,KG_CAP,2008,2.466
1899,CHN,SHEEP,KG_CAP,2009,2.521
1900,CHN,SHEEP,KG_CAP,2010,2.595
1901,CHN,SHEEP,KG_CAP,2011,2.561
1902,CHN,SHEEP,KG_CAP,2012,2.625
1903,CHN,SHEEP,KG_CAP,2013,2.742
1904,CHN,SHEEP,KG_CAP,2014,2.868
1905,CHN,SHEEP,KG_CAP,2015,2.896
1906,CHN,SHEEP,KG_CAP,2016,2.995
1907,CHN,SHEEP,KG_CAP,2017,3.049
1908,CHN,SHEEP,KG_CAP,2018,3.101
1909,CHN,SHEEP,KG_CAP,2019,3.235
1910,CHN,SHEEP,KG_CAP,2020,3.305
1911,CHN,SHEEP,KG_CAP,2021,3.352
1912,CHN,SHEEP,KG_CAP,2022,3.402
1913,CHN,SHEEP,KG_CAP,2023,3.452
1914,CHN,SHEEP,KG_CAP,2024,3.502
1915,CHN,SHEEP,KG_CAP,2025,3.553
1916,CHN,SHEEP,KG_CAP,2026,3.566
1917,CHN,SHEEP,KG_CAP,2027,3.581
1918,CHN,SHEEP,KG_CAP,2028,3.598
1919,CHN,SHEEP,KG_CAP,2029,3.615
1920,COL,BEEF,KG_CAP,1990,15.011
1921,COL,BEEF,KG_CAP,1991,13.559
1922,COL,BEEF,KG_CAP,1992,11.556
1923,COL,BEEF,KG_CAP,1993,11.627
1924,COL,BEEF,KG_CAP,1994,12.319
1925,COL,BEEF,KG_CAP,1995,13.129
1926,COL,BEEF,KG_CAP,1996,13.461
1927,COL,BEEF,KG_CAP,1997,13.855
1928,COL,BEEF,KG_CAP,1998,13.656
1929,COL,BEEF,KG_CAP,1999,12.602
1930,COL,BEEF,KG_CAP,2000,12.984
1931,COL,BEEF,KG_CAP,2001,11.866
1932,COL,BEEF,KG_CAP,2002,11.36
1933,COL,BEEF,KG_CAP,2003,10.6
1934,COL,BEEF,KG_CAP,2004,11.548
1935,COL,BEEF,KG_CAP,2005,12.659
1936,COL,BEEF,KG_CAP,2006,12.852
1937,COL,BEEF,KG_CAP,2007,12.24
1938,COL,BEEF,KG_CAP,2008,11.91
1939,COL,BEEF,KG_CAP,2009,10.891
1940,COL,BEEF,KG_CAP,2010,11.681
1941,COL,BEEF,KG_CAP,2011,12.32
1942,COL,BEEF,KG_CAP,2012,12.633
1943,COL,BEEF,KG_CAP,2013,12.112
1944,COL,BEEF,KG_CAP,2014,12.17
1945,COL,BEEF,KG_CAP,2015,12.277
1946,COL,BEEF,KG_CAP,2016,11.335
1947,COL,BEEF,KG_CAP,2017,10.49
1948,COL,BEEF,KG_CAP,2018,10.624
1949,COL,BEEF,KG_CAP,2019,8.53
1950,COL,BEEF,KG_CAP,2020,8.62
1951,COL,BEEF,KG_CAP,2021,8.717
1952,COL,BEEF,KG_CAP,2022,8.81
1953,COL,BEEF,KG_CAP,2023,8.906
1954,COL,BEEF,KG_CAP,2024,9.003
1955,COL,BEEF,KG_CAP,2025,9.103
1956,COL,BEEF,KG_CAP,2026,9.203
1957,COL,BEEF,KG_CAP,2027,9.303
1958,COL,BEEF,KG_CAP,2028,9.406
1959,COL,BEEF,KG_CAP,2029,9.51
1960,COL,PIG,KG_CAP,1990,3.047
1961,COL,PIG,KG_CAP,1991,2.989
1962,COL,PIG,KG_CAP,1992,2.97
1963,COL,PIG,KG_CAP,1993,2.911
1964,COL,PIG,KG_CAP,1994,2.884
1965,COL,PIG,KG_CAP,1995,2.896
1966,COL,PIG,KG_CAP,1996,2.719
1967,COL,PIG,KG_CAP,1997,2.173
1968,COL,PIG,KG_CAP,1998,1.638
1969,COL,PIG,KG_CAP,1999,2.223
1970,COL,PIG,KG_CAP,2000,2.13
1971,COL,PIG,KG_CAP,2001,1.976
1972,COL,PIG,KG_CAP,2002,2.127
1973,COL,PIG,KG_CAP,2003,2.344
1974,COL,PIG,KG_CAP,2004,2.409
1975,COL,PIG,KG_CAP,2005,2.36
1976,COL,PIG,KG_CAP,2006,2.711
1977,COL,PIG,KG_CAP,2007,3.259
1978,COL,PIG,KG_CAP,2008,3.154
1979,COL,PIG,KG_CAP,2009,3.102
1980,COL,PIG,KG_CAP,2010,3.521
1981,COL,PIG,KG_CAP,2011,3.995
1982,COL,PIG,KG_CAP,2012,6.1
1983,COL,PIG,KG_CAP,2013,5.018
1984,COL,PIG,KG_CAP,2014,5.454
1985,COL,PIG,KG_CAP,2015,5.983
1986,COL,PIG,KG_CAP,2016,6.66
1987,COL,PIG,KG_CAP,2017,7.204
1988,COL,PIG,KG_CAP,2018,8.072
1989,COL,PIG,KG_CAP,2019,8.98
1990,COL,PIG,KG_CAP,2020,8.994
1991,COL,PIG,KG_CAP,2021,9.198
1992,COL,PIG,KG_CAP,2022,9.345
1993,COL,PIG,KG_CAP,2023,9.508
1994,COL,PIG,KG_CAP,2024,9.688
1995,COL,PIG,KG_CAP,2025,9.871
1996,COL,PIG,KG_CAP,2026,10.071
1997,COL,PIG,KG_CAP,2027,10.232
1998,COL,PIG,KG_CAP,2028,10.408
1999,COL,PIG,KG_CAP,2029,10.594
2000,COL,POULTRY,KG_CAP,1990,7.666
2001,COL,POULTRY,KG_CAP,1991,9.787
2002,COL,POULTRY,KG_CAP,1992,10.294
2003,COL,POULTRY,KG_CAP,1993,11.086
2004,COL,POULTRY,KG_CAP,1994,12.229
2005,COL,POULTRY,KG_CAP,1995,13.397
2006,COL,POULTRY,KG_CAP,1996,11.311
2007,COL,POULTRY,KG_CAP,1997,10.467
2008,COL,POULTRY,KG_CAP,1998,11.913
2009,COL,POULTRY,KG_CAP,1999,11.541
2010,COL,POULTRY,KG_CAP,2000,11.697
2011,COL,POULTRY,KG_CAP,2001,13.609
2012,COL,POULTRY,KG_CAP,2002,14.483
2013,COL,POULTRY,KG_CAP,2003,14.821
2014,COL,POULTRY,KG_CAP,2004,15.012
2015,COL,POULTRY,KG_CAP,2005,16.151
2016,COL,POULTRY,KG_CAP,2006,17.781
2017,COL,POULTRY,KG_CAP,2007,19.133
2018,COL,POULTRY,KG_CAP,2008,20.599
2019,COL,POULTRY,KG_CAP,2009,20.572
2020,COL,POULTRY,KG_CAP,2010,21.392
2021,COL,POULTRY,KG_CAP,2011,21.367
2022,COL,POULTRY,KG_CAP,2012,21.956
2023,COL,POULTRY,KG_CAP,2013,24.744
2024,COL,POULTRY,KG_CAP,2014,26.051
2025,COL,POULTRY,KG_CAP,2015,27.072
2026,COL,POULTRY,KG_CAP,2016,28.3
2027,COL,POULTRY,KG_CAP,2017,29.509
2028,COL,POULTRY,KG_CAP,2018,30.669
2029,COL,POULTRY,KG_CAP,2019,31.281
2030,COL,POULTRY,KG_CAP,2020,31.704
2031,COL,POULTRY,KG_CAP,2021,32.316
2032,COL,POULTRY,KG_CAP,2022,32.772
2033,COL,POULTRY,KG_CAP,2023,33.325
2034,COL,POULTRY,KG_CAP,2024,33.899
2035,COL,POULTRY,KG_CAP,2025,34.471
2036,COL,POULTRY,KG_CAP,2026,35.119
2037,COL,POULTRY,KG_CAP,2027,35.617
2038,COL,POULTRY,KG_CAP,2028,36.181
2039,COL,POULTRY,KG_CAP,2029,36.764
2040,COL,SHEEP,KG_CAP,1990,0.313
2041,COL,SHEEP,KG_CAP,1991,0.291
2042,COL,SHEEP,KG_CAP,1992,0.305
2043,COL,SHEEP,KG_CAP,1993,0.319
2044,COL,SHEEP,KG_CAP,1994,0.314
2045,COL,SHEEP,KG_CAP,1995,0.312
2046,COL,SHEEP,KG_CAP,1996,0.279
2047,COL,SHEEP,KG_CAP,1997,0.297
2048,COL,SHEEP,KG_CAP,1998,0.272
2049,COL,SHEEP,KG_CAP,1999,0.26
2050,COL,SHEEP,KG_CAP,2000,0.29
2051,COL,SHEEP,KG_CAP,2001,0.279
2052,COL,SHEEP,KG_CAP,2002,0.258
2053,COL,SHEEP,KG_CAP,2003,0.257
2054,COL,SHEEP,KG_CAP,2004,0.249
2055,COL,SHEEP,KG_CAP,2005,0.242
2056,COL,SHEEP,KG_CAP,2006,0.234
2057,COL,SHEEP,KG_CAP,2007,0.229
2058,COL,SHEEP,KG_CAP,2008,0.222
2059,COL,SHEEP,KG_CAP,2009,0.216
2060,COL,SHEEP,KG_CAP,2010,0.208
2061,COL,SHEEP,KG_CAP,2011,0.204
2062,COL,SHEEP,KG_CAP,2012,0.147
2063,COL,SHEEP,KG_CAP,2013,0.136
2064,COL,SHEEP,KG_CAP,2014,0.149
2065,COL,SHEEP,KG_CAP,2015,0.153
2066,COL,SHEEP,KG_CAP,2016,0.141
2067,COL,SHEEP,KG_CAP,2017,0.141
2068,COL,SHEEP,KG_CAP,2018,0.143
2069,COL,SHEEP,KG_CAP,2019,0.142
2070,COL,SHEEP,KG_CAP,2020,0.142
2071,COL,SHEEP,KG_CAP,2021,0.142
2072,COL,SHEEP,KG_CAP,2022,0.141
2073,COL,SHEEP,KG_CAP,2023,0.14
2074,COL,SHEEP,KG_CAP,2024,0.139
2075,COL,SHEEP,KG_CAP,2025,0.139
2076,COL,SHEEP,KG_CAP,2026,0.138
2077,COL,SHEEP,KG_CAP,2027,0.137
2078,COL,SHEEP,KG_CAP,2028,0.137
2079,COL,SHEEP,KG_CAP,2029,0.136
2080,EGY,BEEF,KG_CAP,1990,4.907
2081,EGY,BEEF,KG_CAP,1991,5.562
2082,EGY,BEEF,KG_CAP,1992,5.441
2083,EGY,BEEF,KG_CAP,1993,6.053
2084,EGY,BEEF,KG_CAP,1994,6.229
2085,EGY,BEEF,KG_CAP,1995,5.983
2086,EGY,BEEF,KG_CAP,1996,6.18
2087,EGY,BEEF,KG_CAP,1997,6.745
2088,EGY,BEEF,KG_CAP,1998,6.797
2089,EGY,BEEF,KG_CAP,1999,7.039
2090,EGY,BEEF,KG_CAP,2000,7.7
2091,EGY,BEEF,KG_CAP,2001,6.431
2092,EGY,BEEF,KG_CAP,2002,7.868
2093,EGY,BEEF,KG_CAP,2003,7.333
2094,EGY,BEEF,KG_CAP,2004,7.464
2095,EGY,BEEF,KG_CAP,2005,8.261
2096,EGY,BEEF,KG_CAP,2006,9.121
2097,EGY,BEEF,KG_CAP,2007,9.289
2098,EGY,BEEF,KG_CAP,2008,8.393
2099,EGY,BEEF,KG_CAP,2009,8.549
2100,EGY,BEEF,KG_CAP,2010,9.283
2101,EGY,BEEF,KG_CAP,2011,8.694
2102,EGY,BEEF,KG_CAP,2012,9.296
2103,EGY,BEEF,KG_CAP,2013,8.951
2104,EGY,BEEF,KG_CAP,2014,9.179
2105,EGY,BEEF,KG_CAP,2015,9.117
2106,EGY,BEEF,KG_CAP,2016,8.881
2107,EGY,BEEF,KG_CAP,2017,8.176
2108,EGY,BEEF,KG_CAP,2018,7.721
2109,EGY,BEEF,KG_CAP,2019,7.819
2110,EGY,BEEF,KG_CAP,2020,7.8
2111,EGY,BEEF,KG_CAP,2021,7.84
2112,EGY,BEEF,KG_CAP,2022,7.863
2113,EGY,BEEF,KG_CAP,2023,7.887
2114,EGY,BEEF,KG_CAP,2024,7.914
2115,EGY,BEEF,KG_CAP,2025,7.946
2116,EGY,BEEF,KG_CAP,2026,7.965
2117,EGY,BEEF,KG_CAP,2027,7.986
2118,EGY,BEEF,KG_CAP,2028,8.006
2119,EGY,BEEF,KG_CAP,2029,8.027
2120,EGY,PIG,KG_CAP,1990,0.033
2121,EGY,PIG,KG_CAP,1991,0.033
2122,EGY,PIG,KG_CAP,1992,0.038
2123,EGY,PIG,KG_CAP,1993,0.037
2124,EGY,PIG,KG_CAP,1994,0.035
2125,EGY,PIG,KG_CAP,1995,0.034
2126,EGY,PIG,KG_CAP,1996,0.034
2127,EGY,PIG,KG_CAP,1997,0.035
2128,EGY,PIG,KG_CAP,1998,0.095
2129,EGY,PIG,KG_CAP,1999,0.035
2130,EGY,PIG,KG_CAP,2000,0.035
2131,EGY,PIG,KG_CAP,2001,0.033
2132,EGY,PIG,KG_CAP,2002,0.03
2133,EGY,PIG,KG_CAP,2003,0.028
2134,EGY,PIG,KG_CAP,2004,0.033
2135,EGY,PIG,KG_CAP,2005,0.022
2136,EGY,PIG,KG_CAP,2006,0.029
2137,EGY,PIG,KG_CAP,2007,0.038
2138,EGY,PIG,KG_CAP,2008,0.021
2139,EGY,PIG,KG_CAP,2009,0.008
2140,EGY,PIG,KG_CAP,2010,0.004
2141,EGY,PIG,KG_CAP,2011,0.007
2142,EGY,PIG,KG_CAP,2012,0.008
2143,EGY,PIG,KG_CAP,2013,0.007
2144,EGY,PIG,KG_CAP,2014,0.005
2145,EGY,PIG,KG_CAP,2015,0.005
2146,EGY,PIG,KG_CAP,2016,0.006
2147,EGY,PIG,KG_CAP,2017,0.021
2148,EGY,PIG,KG_CAP,2018,0.002
2149,EGY,PIG,KG_CAP,2019,0.002
2150,EGY,PIG,KG_CAP,2020,0.002
2151,EGY,PIG,KG_CAP,2021,0.002
2152,EGY,PIG,KG_CAP,2022,0.002
2153,EGY,PIG,KG_CAP,2023,0.002
2154,EGY,PIG,KG_CAP,2024,0.002
2155,EGY,PIG,KG_CAP,2025,0.002
2156,EGY,PIG,KG_CAP,2026,0.002
2157,EGY,PIG,KG_CAP,2027,0.002
2158,EGY,PIG,KG_CAP,2028,0.002
2159,EGY,PIG,KG_CAP,2029,0.002
2160,EGY,POULTRY,KG_CAP,1990,4.17
2161,EGY,POULTRY,KG_CAP,1991,4.558
2162,EGY,POULTRY,KG_CAP,1992,4.654
2163,EGY,POULTRY,KG_CAP,1993,4.745
2164,EGY,POULTRY,KG_CAP,1994,5.049
2165,EGY,POULTRY,KG_CAP,1995,5.62
2166,EGY,POULTRY,KG_CAP,1996,5.729
2167,EGY,POULTRY,KG_CAP,1997,7.201
2168,EGY,POULTRY,KG_CAP,1998,6.982
2169,EGY,POULTRY,KG_CAP,1999,7.566
2170,EGY,POULTRY,KG_CAP,2000,7.494
2171,EGY,POULTRY,KG_CAP,2001,7.682
2172,EGY,POULTRY,KG_CAP,2002,9.013
2173,EGY,POULTRY,KG_CAP,2003,8.173
2174,EGY,POULTRY,KG_CAP,2004,7.591
2175,EGY,POULTRY,KG_CAP,2005,7.618
2176,EGY,POULTRY,KG_CAP,2006,8.185
2177,EGY,POULTRY,KG_CAP,2007,9.074
2178,EGY,POULTRY,KG_CAP,2008,8.241
2179,EGY,POULTRY,KG_CAP,2009,8.924
2180,EGY,POULTRY,KG_CAP,2010,9.24
2181,EGY,POULTRY,KG_CAP,2011,9.573
2182,EGY,POULTRY,KG_CAP,2012,9.978
2183,EGY,POULTRY,KG_CAP,2013,11.375
2184,EGY,POULTRY,KG_CAP,2014,11.944
2185,EGY,POULTRY,KG_CAP,2015,11.624
2186,EGY,POULTRY,KG_CAP,2016,11.614
2187,EGY,POULTRY,KG_CAP,2017,12.154
2188,EGY,POULTRY,KG_CAP,2018,10.812
2189,EGY,POULTRY,KG_CAP,2019,11.108
2190,EGY,POULTRY,KG_CAP,2020,11.243
2191,EGY,POULTRY,KG_CAP,2021,11.39
2192,EGY,POULTRY,KG_CAP,2022,11.542
2193,EGY,POULTRY,KG_CAP,2023,11.7
2194,EGY,POULTRY,KG_CAP,2024,11.866
2195,EGY,POULTRY,KG_CAP,2025,12.036
2196,EGY,POULTRY,KG_CAP,2026,12.214
2197,EGY,POULTRY,KG_CAP,2027,12.398
2198,EGY,POULTRY,KG_CAP,2028,12.588
2199,EGY,POULTRY,KG_CAP,2029,12.781
2200,EGY,SHEEP,KG_CAP,1990,1.259
2201,EGY,SHEEP,KG_CAP,1991,1.105
2202,EGY,SHEEP,KG_CAP,1992,1.117
2203,EGY,SHEEP,KG_CAP,1993,1.158
2204,EGY,SHEEP,KG_CAP,1994,1.234
2205,EGY,SHEEP,KG_CAP,1995,1.255
2206,EGY,SHEEP,KG_CAP,1996,1.225
2207,EGY,SHEEP,KG_CAP,1997,1.248
2208,EGY,SHEEP,KG_CAP,1998,1.253
2209,EGY,SHEEP,KG_CAP,1999,1.042
2210,EGY,SHEEP,KG_CAP,2000,1.586
2211,EGY,SHEEP,KG_CAP,2001,1.593
2212,EGY,SHEEP,KG_CAP,2002,1.662
2213,EGY,SHEEP,KG_CAP,2003,1.664
2214,EGY,SHEEP,KG_CAP,2004,1.605
2215,EGY,SHEEP,KG_CAP,2005,1.59
2216,EGY,SHEEP,KG_CAP,2006,1.595
2217,EGY,SHEEP,KG_CAP,2007,1.655
2218,EGY,SHEEP,KG_CAP,2008,1.646
2219,EGY,SHEEP,KG_CAP,2009,1.552
2220,EGY,SHEEP,KG_CAP,2010,1.371
2221,EGY,SHEEP,KG_CAP,2011,1.305
2222,EGY,SHEEP,KG_CAP,2012,1.313
2223,EGY,SHEEP,KG_CAP,2013,1.274
2224,EGY,SHEEP,KG_CAP,2014,1.259
2225,EGY,SHEEP,KG_CAP,2015,1.202
2226,EGY,SHEEP,KG_CAP,2016,1.2
2227,EGY,SHEEP,KG_CAP,2017,1.131
2228,EGY,SHEEP,KG_CAP,2018,1.107
2229,EGY,SHEEP,KG_CAP,2019,1.096
2230,EGY,SHEEP,KG_CAP,2020,1.093
2231,EGY,SHEEP,KG_CAP,2021,1.089
2232,EGY,SHEEP,KG_CAP,2022,1.085
2233,EGY,SHEEP,KG_CAP,2023,1.082
2234,EGY,SHEEP,KG_CAP,2024,1.078
2235,EGY,SHEEP,KG_CAP,2025,1.075
2236,EGY,SHEEP,KG_CAP,2026,1.071
2237,EGY,SHEEP,KG_CAP,2027,1.067
2238,EGY,SHEEP,KG_CAP,2028,1.064
2239,EGY,SHEEP,KG_CAP,2029,1.06
2240,ETH,BEEF,KG_CAP,1990,0.0
2241,ETH,BEEF,KG_CAP,1991,0.0
2242,ETH,BEEF,KG_CAP,1992,0.0
2243,ETH,BEEF,KG_CAP,1993,3.008
2244,ETH,BEEF,KG_CAP,1994,2.904
2245,ETH,BEEF,KG_CAP,1995,2.87
2246,ETH,BEEF,KG_CAP,1996,3.159
2247,ETH,BEEF,KG_CAP,1997,3.099
2248,ETH,BEEF,KG_CAP,1998,3.054
2249,ETH,BEEF,KG_CAP,1999,3.141
2250,ETH,BEEF,KG_CAP,2000,3.093
2251,ETH,BEEF,KG_CAP,2001,3.102
2252,ETH,BEEF,KG_CAP,2002,3.5
2253,ETH,BEEF,KG_CAP,2003,3.264
2254,ETH,BEEF,KG_CAP,2004,3.152
2255,ETH,BEEF,KG_CAP,2005,3.196
2256,ETH,BEEF,KG_CAP,2006,3.32
2257,ETH,BEEF,KG_CAP,2007,3.137
2258,ETH,BEEF,KG_CAP,2008,3.198
2259,ETH,BEEF,KG_CAP,2009,2.907
2260,ETH,BEEF,KG_CAP,2010,3.345
2261,ETH,BEEF,KG_CAP,2011,3.186
2262,ETH,BEEF,KG_CAP,2012,2.557
2263,ETH,BEEF,KG_CAP,2013,2.513
2264,ETH,BEEF,KG_CAP,2014,2.738
2265,ETH,BEEF,KG_CAP,2015,2.74
2266,ETH,BEEF,KG_CAP,2016,2.654
2267,ETH,BEEF,KG_CAP,2017,2.611
2268,ETH,BEEF,KG_CAP,2018,2.539
2269,ETH,BEEF,KG_CAP,2019,2.497
2270,ETH,BEEF,KG_CAP,2020,2.486
2271,ETH,BEEF,KG_CAP,2021,2.484
2272,ETH,BEEF,KG_CAP,2022,2.479
2273,ETH,BEEF,KG_CAP,2023,2.473
2274,ETH,BEEF,KG_CAP,2024,2.467
2275,ETH,BEEF,KG_CAP,2025,2.463
2276,ETH,BEEF,KG_CAP,2026,2.457
2277,ETH,BEEF,KG_CAP,2027,2.451
2278,ETH,BEEF,KG_CAP,2028,2.446
2279,ETH,BEEF,KG_CAP,2029,2.441
2280,ETH,PIG,KG_CAP,1990,0.0
2281,ETH,PIG,KG_CAP,1991,0.0
2282,ETH,PIG,KG_CAP,1992,0.0
2283,ETH,PIG,KG_CAP,1993,0.017
2284,ETH,PIG,KG_CAP,1994,0.016
2285,ETH,PIG,KG_CAP,1995,0.017
2286,ETH,PIG,KG_CAP,1996,0.017
2287,ETH,PIG,KG_CAP,1997,0.017
2288,ETH,PIG,KG_CAP,1998,0.017
2289,ETH,PIG,KG_CAP,1999,0.018
2290,ETH,PIG,KG_CAP,2000,0.017
2291,ETH,PIG,KG_CAP,2001,0.018
2292,ETH,PIG,KG_CAP,2002,0.017
2293,ETH,PIG,KG_CAP,2003,0.018
2294,ETH,PIG,KG_CAP,2004,0.017
2295,ETH,PIG,KG_CAP,2005,0.017
2296,ETH,PIG,KG_CAP,2006,0.018
2297,ETH,PIG,KG_CAP,2007,0.017
2298,ETH,PIG,KG_CAP,2008,0.016
2299,ETH,PIG,KG_CAP,2009,0.015
2300,ETH,PIG,KG_CAP,2010,0.016
2301,ETH,PIG,KG_CAP,2011,0.016
2302,ETH,PIG,KG_CAP,2012,0.016
2303,ETH,PIG,KG_CAP,2013,0.017
2304,ETH,PIG,KG_CAP,2014,0.02
2305,ETH,PIG,KG_CAP,2015,0.016
2306,ETH,PIG,KG_CAP,2016,0.016
2307,ETH,PIG,KG_CAP,2017,0.015
2308,ETH,PIG,KG_CAP,2018,0.015
2309,ETH,PIG,KG_CAP,2019,0.015
2310,ETH,PIG,KG_CAP,2020,0.014
